,brand,country,currency,customers_per_day,outlet_id,week_id,weekday,sales_per_day
1834,MediaMarkt,germany,EURO,1826.0,95.0,3.0,fri,57816.15
1835,MediaMarkt,germany,EURO,2932.0,14.0,11.0,sat,77637.13
1836,MediaMarkt,germany,EURO,315.0,14.0,36.0,tue,58306.93
1837,MediaMarkt,austria,EURO,1385.0,339.0,24.0,wed,62816.68
1838,MediaMarkt,italy,EURO,1255.0,598.0,33.0,wed,61030.86
1839,MediaMarkt,germany,EURO,0.0,14.0,26.0,sun,0.0
1840,MediaMarkt,austria,EURO,2394.0,334.0,51.0,wed,71490.65
1841,MediaMarkt,austria,EURO,2179.0,334.0,14.0,sat,68579.65
1842,MediaMarkt,switzerland,CHF,0.0,421.0,32.0,sun,0.0
1843,Saturn,austria,EURO,0.0,301.0,22.0,sun,0.0
1844,MediaMarkt,italy,EURO,559.0,530.0,4.0,thu,59940.74
1845,MediaMarkt,italy,EURO,4227.0,530.0,47.0,sat,78719.26
1846,Saturn,italy,EURO,570.0,588.0,50.0,thu,60460.18
1847,Saturn,germany,EURO,2498.0,51.0,47.0,sat,76848.59
1848,MediaMarkt,germany,EURO,904.0,97.0,51.0,tue,54147.94
1849,MediaMarkt,italy,EURO,2510.0,551.0,15.0,sat,71750.49
1850,MediaMarkt,germany,EURO,0.0,70.0,39.0,sun,0.0
1851,MediaMarkt,spain,EURO,2666.0,164.0,17.0,sat,67336.11
1852,MediaMarkt,italy,EURO,1246.0,551.0,18.0,wed,59353.68
1853,MediaMarkt,italy,EURO,579.0,551.0,36.0,thu,64676.13
1854,MediaMarkt,italy,EURO,254.0,551.0,19.0,mon,54285.22
1855,MediaMarkt,austria,EURO,1472.0,342.0,42.0,sat,67291.97
1856,MediaMarkt,italy,EURO,1746.0,551.0,9.0,sat,70092.95
1857,MediaMarkt,spain,EURO,477.0,106.0,3.0,tue,51708.81
1858,MediaMarkt,austria,EURO,555.0,363.0,48.0,mon,61792.8
1859,MediaMarkt,greece,EURO,622.0,234.0,11.0,tue,49584.12
1860,Saturn,spain,EURO,2975.0,187.0,15.0,sat,74976.17
1861,Saturn,germany,EURO,616.0,17.0,2.0,tue,52228.79
1862,MediaMarkt,italy,EURO,1724.0,555.0,21.0,fri,64053.15
1863,MediaMarkt,italy,EURO,231.0,509.0,40.0,mon,64178.38
1864,MediaMarkt,netherlands,EURO,1895.0,608.0,22.0,sat,63518.41
1865,MediaMarkt,germany,EURO,308.0,56.0,4.0,mon,53013.19
1866,MediaMarkt,greece,EURO,487.0,240.0,17.0,thu,57147.5
1867,MediaMarkt,germany,EURO,1542.0,56.0,20.0,fri,59675.95
1868,Saturn,austria,EURO,318.0,333.0,15.0,mon,58605.05
1869,MediaMarkt,austria,EURO,364.0,339.0,25.0,mon,51297.79
1870,Saturn,italy,EURO,2106.0,588.0,31.0,fri,57663.53
1871,MediaMarkt,switzerland,CHF,357.0,477.0,25.0,mon,52661.74
1872,MediaMarkt,germany,EURO,0.0,95.0,48.0,sun,0.0
1873,MediaMarkt,germany,EURO,292.0,14.0,6.0,mon,54072.48
1874,MediaMarkt,netherlands,EURO,1808.0,608.0,41.0,sat,74166.85
1875,MediaMarkt,austria,EURO,2856.0,363.0,15.0,sat,72173.25
1876,MediaMarkt,netherlands,EURO,2128.0,645.0,17.0,fri,56878.57
1877,MediaMarkt,spain,EURO,0.0,100.0,39.0,sun,0.0
1878,MediaMarkt,greece,EURO,3996.0,255.0,47.0,sat,81037.45
1879,MediaMarkt,netherlands,EURO,2240.0,694.0,16.0,sat,75443.41
1880,MediaMarkt,germany,EURO,0.0,79.0,6.0,sun,0.0
1881,Saturn,germany,EURO,2084.0,86.0,21.0,fri,54601.54
1882,MediaMarkt,switzerland,CHF,1858.0,408.0,27.0,fri,58538.5
1883,MediaMarkt,austria,EURO,385.0,334.0,44.0,thu,54806.77
1884,MediaMarkt,netherlands,EURO,0.0,645.0,31.0,sun,0.0
1885,MediaMarkt,greece,EURO,401.0,240.0,16.0,tue,48370.51
1886,MediaMarkt,germany,EURO,2701.0,14.0,10.0,sat,70657.22
1887,MediaMarkt,austria,EURO,0.0,342.0,39.0,sun,0.0
1888,MediaMarkt,austria,EURO,494.0,334.0,38.0,tue,58248.77
1889,MediaMarkt,italy,EURO,1357.0,530.0,10.0,wed,57934.65
1890,Saturn,germany,EURO,777.0,86.0,5.0,wed,51750.77
1891,MediaMarkt,germany,EURO,323.0,70.0,30.0,mon,58545.35
1892,MediaMarkt,spain,EURO,0.0,142.0,3.0,sun,0.0
1893,MediaMarkt,austria,EURO,203.0,399.0,29.0,mon,56233.13
1894,Saturn,spain,EURO,1667.0,187.0,8.0,fri,52282.79
1895,MediaMarkt,greece,EURO,446.0,234.0,24.0,thu,61173.07
1896,MediaMarkt,netherlands,EURO,0.0,608.0,50.0,sun,0.0
1897,MediaMarkt,switzerland,CHF,537.0,421.0,22.0,thu,66627.72
1898,MediaMarkt,italy,EURO,853.0,598.0,35.0,wed,58099.43
1899,Saturn,italy,EURO,735.0,582.0,41.0,wed,54968.51
1900,MediaMarkt,italy,EURO,363.0,551.0,14.0,mon,53160.81
1901,MediaMarkt,germany,EURO,996.0,56.0,4.0,wed,51158.35
1902,MediaMarkt,italy,EURO,313.0,598.0,33.0,thu,56793.22
1903,Saturn,germany,EURO,1639.0,51.0,21.0,fri,57582.66
1904,MediaMarkt,germany,EURO,1260.0,99.0,37.0,wed,65669.27
1905,MediaMarkt,netherlands,EURO,1228.0,652.0,25.0,fri,56658.89
1906,Saturn,greece,EURO,243.0,298.0,20.0,mon,49420.63
1907,MediaMarkt,germany,EURO,358.0,70.0,37.0,thu,57896.89
1908,MediaMarkt,austria,EURO,464.0,339.0,5.0,thu,55322.75
1909,MediaMarkt,germany,EURO,0.0,74.0,32.0,sun,0.0
1910,MediaMarkt,germany,EURO,0.0,97.0,21.0,sun,0.0
1911,MediaMarkt,spain,EURO,1097.0,142.0,27.0,wed,55430.74
1912,MediaMarkt,italy,EURO,574.0,530.0,11.0,thu,59190.02
1913,Saturn,germany,EURO,604.0,81.0,37.0,tue,56603.64
1914,Saturn,netherlands,EURO,446.0,601.0,48.0,mon,53927.99
1915,MediaMarkt,germany,EURO,845.0,56.0,50.0,tue,53295.4
1916,MediaMarkt,germany,EURO,1909.0,52.0,11.0,fri,62667.5
1917,MediaMarkt,greece,EURO,1411.0,222.0,12.0,wed,62630.44
1918,MediaMarkt,netherlands,EURO,0.0,652.0,46.0,sun,0.0
1919,MediaMarkt,germany,EURO,959.0,74.0,36.0,wed,58565.81
1920,MediaMarkt,greece,EURO,2128.0,234.0,19.0,sat,58212.98
1921,MediaMarkt,netherlands,EURO,364.0,694.0,23.0,mon,53090.74
1922,MediaMarkt,austria,EURO,524.0,399.0,24.0,tue,55417.32
1923,Saturn,spain,EURO,363.0,108.0,6.0,thu,60264.4
1924,MediaMarkt,italy,EURO,326.0,530.0,20.0,mon,54628.45
1925,MediaMarkt,switzerland,CHF,2261.0,408.0,28.0,sat,63074.99
1926,MediaMarkt,greece,EURO,0.0,255.0,31.0,sun,0.0
1927,MediaMarkt,austria,EURO,2004.0,399.0,20.0,sat,70236.07
1928,MediaMarkt,austria,EURO,2025.0,342.0,30.0,fri,67841.31
1929,MediaMarkt,switzerland,CHF,520.0,421.0,13.0,tue,55151.65
1930,MediaMarkt,germany,EURO,1507.0,14.0,33.0,sat,63523.18
1931,MediaMarkt,italy,EURO,602.0,598.0,3.0,tue,47458.31
1932,MediaMarkt,italy,EURO,0.0,598.0,35.0,sun,0.0
1933,Saturn,spain,EURO,0.0,187.0,5.0,sun,0.0
1934,Saturn,germany,EURO,421.0,17.0,29.0,tue,51963.51
1935,Saturn,germany,EURO,1815.0,81.0,21.0,sat,76464.29
1936,MediaMarkt,austria,EURO,1900.0,342.0,20.0,fri,55616.52
1937,Saturn,italy,EURO,0.0,582.0,4.0,sun,0.0
1938,MediaMarkt,germany,EURO,2489.0,99.0,46.0,sat,75469.02
1939,Saturn,italy,EURO,1643.0,582.0,0.0,fri,59880.18
1940,Saturn,italy,EURO,2438.0,588.0,13.0,sat,71142.46
1941,MediaMarkt,greece,EURO,2207.0,234.0,20.0,sat,66078.4
1942,MediaMarkt,netherlands,EURO,1559.0,652.0,27.0,sat,68624.89
1943,MediaMarkt,greece,EURO,291.0,255.0,9.0,tue,50086.58
1944,MediaMarkt,greece,EURO,555.0,240.0,37.0,thu,65025.28
1945,Saturn,germany,EURO,1286.0,17.0,34.0,wed,60369.99
1946,MediaMarkt,italy,EURO,0.0,555.0,28.0,sun,0.0
1947,MediaMarkt,switzerland,CHF,2086.0,421.0,45.0,sat,73837.85
1948,Saturn,spain,EURO,1525.0,187.0,38.0,wed,59722.08
1949,Saturn,italy,EURO,334.0,582.0,27.0,thu,57156.92
1950,Saturn,greece,EURO,1238.0,251.0,9.0,wed,61140.94
1951,MediaMarkt,spain,EURO,0.0,142.0,10.0,sun,0.0
1952,MediaMarkt,greece,EURO,702.0,222.0,47.0,thu,63849.78
1953,MediaMarkt,italy,EURO,0.0,530.0,40.0,sun,0.0
1954,MediaMarkt,spain,EURO,235.0,164.0,42.0,mon,49670.18
1955,MediaMarkt,greece,EURO,1158.0,255.0,9.0,wed,66163.75
1956,Saturn,spain,EURO,0.0,112.0,12.0,sun,0.0
1957,MediaMarkt,greece,EURO,1673.0,222.0,30.0,fri,51415.2
1958,Saturn,germany,EURO,310.0,81.0,28.0,thu,57096.04
1959,MediaMarkt,spain,EURO,2198.0,100.0,31.0,sat,72046.83
1960,Saturn,germany,EURO,296.0,51.0,49.0,mon,64317.5
1961,MediaMarkt,netherlands,EURO,637.0,652.0,35.0,thu,55297.76
1962,MediaMarkt,greece,EURO,432.0,255.0,45.0,mon,54651.25
1963,MediaMarkt,greece,EURO,1687.0,234.0,44.0,sat,67323.57
1964,MediaMarkt,italy,EURO,1499.0,598.0,44.0,sat,64851.06
1965,MediaMarkt,italy,EURO,406.0,598.0,51.0,mon,60281.72
1966,MediaMarkt,netherlands,EURO,394.0,608.0,12.0,thu,61915.77
1967,MediaMarkt,netherlands,EURO,1797.0,608.0,52.0,fri,59793.14
1968,MediaMarkt,switzerland,CHF,2130.0,477.0,19.0,sat,67678.33
1969,MediaMarkt,germany,EURO,932.0,56.0,8.0,wed,55689.64
1970,MediaMarkt,austria,EURO,298.0,363.0,39.0,tue,46907.57
1971,MediaMarkt,greece,EURO,2050.0,240.0,51.0,fri,59246.5
1972,MediaMarkt,germany,EURO,428.0,79.0,52.0,mon,49473.15
1973,Saturn,netherlands,EURO,701.0,698.0,48.0,tue,42362.3
1974,MediaMarkt,italy,EURO,884.0,509.0,5.0,wed,63822.62
1975,MediaMarkt,netherlands,EURO,208.0,694.0,42.0,mon,55605.12
1976,Saturn,greece,EURO,3716.0,251.0,52.0,fri,70874.68
1977,Saturn,netherlands,EURO,835.0,601.0,17.0,wed,58469.32
1978,MediaMarkt,germany,EURO,474.0,59.0,52.0,tue,55159.57
1979,MediaMarkt,austria,EURO,2482.0,399.0,43.0,fri,61610.15
1980,MediaMarkt,germany,EURO,0.0,99.0,1.0,sun,0.0
1981,MediaMarkt,greece,EURO,0.0,240.0,46.0,sun,0.0
1982,MediaMarkt,germany,EURO,1841.0,79.0,9.0,fri,60913.16
1983,MediaMarkt,germany,EURO,298.0,79.0,28.0,mon,50097.08
1984,MediaMarkt,italy,EURO,536.0,551.0,48.0,mon,49358.14
1985,Saturn,spain,EURO,327.0,108.0,15.0,tue,47366.91
1986,MediaMarkt,austria,EURO,1526.0,339.0,38.0,wed,61976.12
1987,Saturn,spain,EURO,1020.0,187.0,29.0,wed,57770.34
1988,Saturn,italy,EURO,0.0,588.0,33.0,sun,0.0
1989,MediaMarkt,germany,EURO,2771.0,97.0,23.0,sat,64842.0
1990,MediaMarkt,netherlands,EURO,424.0,645.0,12.0,thu,56586.45
1991,MediaMarkt,greece,EURO,596.0,240.0,33.0,tue,53510.32
1992,MediaMarkt,netherlands,EURO,733.0,608.0,22.0,wed,57636.21
1993,MediaMarkt,germany,EURO,399.0,70.0,25.0,thu,57448.88
1994,MediaMarkt,greece,EURO,473.0,240.0,2.0,thu,49810.99
1995,Saturn,germany,EURO,1521.0,86.0,38.0,wed,65326.25
1996,Saturn,germany,EURO,397.0,81.0,43.0,mon,65033.8
1997,MediaMarkt,germany,EURO,3461.0,97.0,47.0,fri,70376.07
1998,Saturn,netherlands,EURO,1964.0,698.0,6.0,sat,64532.07
1999,MediaMarkt,netherlands,EURO,210.0,608.0,20.0,mon,60369.65
2000,Saturn,germany,EURO,331.0,17.0,29.0,thu,64155.5
2001,MediaMarkt,germany,EURO,2302.0,79.0,43.0,fri,63213.02
2002,MediaMarkt,italy,EURO,425.0,551.0,31.0,tue,47600.42
2003,MediaMarkt,greece,EURO,306.0,222.0,8.0,thu,56631.6
2004,MediaMarkt,italy,EURO,1527.0,551.0,20.0,wed,57959.78
2005,Saturn,spain,EURO,0.0,187.0,38.0,sun,0.0
2006,Saturn,germany,EURO,1731.0,86.0,30.0,fri,55576.76
2007,Saturn,netherlands,EURO,1018.0,601.0,30.0,wed,56488.5
2008,MediaMarkt,germany,EURO,422.0,56.0,23.0,thu,51255.34
2009,Saturn,spain,EURO,420.0,187.0,23.0,mon,-999999.0
2010,MediaMarkt,netherlands,EURO,1931.0,652.0,9.0,fri,51942.81
2011,MediaMarkt,netherlands,EURO,491.0,694.0,29.0,tue,51924.47
2012,MediaMarkt,switzerland,CHF,589.0,408.0,50.0,thu,54520.37
2013,MediaMarkt,germany,EURO,2638.0,79.0,25.0,sat,77865.9
2014,Saturn,greece,EURO,264.0,298.0,42.0,mon,59326.73
2015,MediaMarkt,germany,EURO,2687.0,59.0,2.0,sat,75092.75
2016,MediaMarkt,germany,EURO,444.0,70.0,7.0,tue,50496.54
2017,Saturn,netherlands,EURO,1385.0,601.0,34.0,fri,62859.28
2018,MediaMarkt,netherlands,EURO,583.0,608.0,45.0,tue,51974.51
2019,Saturn,netherlands,EURO,426.0,698.0,34.0,tue,52507.8
2020,MediaMarkt,austria,EURO,1486.0,399.0,24.0,wed,59018.93
2021,MediaMarkt,switzerland,CHF,402.0,477.0,20.0,tue,51151.81
2022,MediaMarkt,germany,EURO,2122.0,70.0,21.0,sat,66529.11
2023,MediaMarkt,italy,EURO,675.0,598.0,52.0,tue,62691.54
2024,Saturn,greece,EURO,0.0,298.0,3.0,sun,0.0
2025,MediaMarkt,austria,EURO,347.0,363.0,24.0,mon,54625.46
2026,Saturn,spain,EURO,0.0,112.0,15.0,sun,0.0
2027,Saturn,italy,EURO,1274.0,582.0,14.0,fri,56981.77
2028,MediaMarkt,spain,EURO,346.0,100.0,39.0,thu,59245.56
2029,MediaMarkt,greece,EURO,557.0,222.0,48.0,thu,56889.69
2030,MediaMarkt,italy,EURO,398.0,509.0,21.0,tue,50916.43
2031,MediaMarkt,germany,EURO,2099.0,99.0,33.0,fri,51554.32
2032,MediaMarkt,germany,EURO,341.0,74.0,4.0,mon,52261.43
2033,Saturn,germany,EURO,575.0,51.0,32.0,thu,57066.14
2034,Saturn,greece,EURO,284.0,298.0,40.0,tue,55450.5
2035,Saturn,spain,EURO,2120.0,108.0,15.0,fri,64150.43
2036,MediaMarkt,spain,EURO,1619.0,142.0,31.0,fri,59108.07
2037,MediaMarkt,austria,EURO,389.0,342.0,35.0,thu,65834.7
2038,MediaMarkt,germany,EURO,520.0,97.0,31.0,tue,48797.42
2039,MediaMarkt,italy,EURO,462.0,551.0,5.0,tue,56840.84
2040,Saturn,spain,EURO,383.0,187.0,16.0,mon,52212.79
2041,Saturn,greece,EURO,0.0,298.0,19.0,sun,0.0
2042,MediaMarkt,germany,EURO,494.0,99.0,3.0,thu,62136.36
2043,MediaMarkt,greece,EURO,2973.0,255.0,52.0,sat,80519.07
2044,Saturn,spain,EURO,284.0,108.0,6.0,tue,53040.89
2045,MediaMarkt,switzerland,CHF,1382.0,421.0,37.0,fri,54631.43
2046,MediaMarkt,austria,EURO,0.0,363.0,11.0,sun,0.0
2047,MediaMarkt,germany,EURO,0.0,95.0,30.0,sun,0.0
2048,MediaMarkt,spain,EURO,623.0,100.0,19.0,thu,58237.07
2049,Saturn,austria,EURO,0.0,301.0,44.0,sun,0.0
2050,Saturn,italy,EURO,396.0,588.0,38.0,thu,64319.07
2051,MediaMarkt,germany,EURO,389.0,97.0,5.0,mon,52643.52
2052,MediaMarkt,germany,EURO,0.0,70.0,31.0,sun,0.0
2053,Saturn,netherlands,EURO,0.0,601.0,10.0,sun,0.0
2054,Saturn,germany,EURO,0.0,51.0,24.0,sun,0.0
2055,MediaMarkt,netherlands,EURO,283.0,608.0,18.0,mon,51765.43
2056,Saturn,netherlands,EURO,1808.0,698.0,33.0,fri,63428.63
2057,MediaMarkt,austria,EURO,467.0,363.0,44.0,tue,53974.76
2058,MediaMarkt,germany,EURO,0.0,95.0,35.0,sun,0.0
2059,Saturn,spain,EURO,1450.0,108.0,27.0,wed,65107.33
2060,Saturn,netherlands,EURO,1227.0,698.0,6.0,fri,57239.15
2061,Saturn,germany,EURO,1186.0,17.0,19.0,fri,56307.8
2062,MediaMarkt,netherlands,EURO,319.0,608.0,15.0,thu,59365.93
2063,MediaMarkt,netherlands,EURO,1548.0,694.0,26.0,fri,57080.45
2064,MediaMarkt,germany,EURO,2747.0,95.0,50.0,fri,66777.09
2065,Saturn,spain,EURO,529.0,187.0,47.0,mon,58032.85
2066,Saturn,austria,EURO,3622.0,333.0,49.0,sat,82689.28
2067,MediaMarkt,netherlands,EURO,352.0,694.0,26.0,mon,55031.3
2068,Saturn,spain,EURO,1909.0,187.0,17.0,sat,61791.74
2069,MediaMarkt,spain,EURO,2264.0,100.0,12.0,sat,71130.19
2070,MediaMarkt,greece,EURO,536.0,255.0,32.0,thu,58787.09
2071,Saturn,italy,EURO,0.0,582.0,29.0,sun,0.0
2072,MediaMarkt,germany,EURO,295.0,95.0,45.0,mon,59225.44
2073,MediaMarkt,italy,EURO,469.0,509.0,40.0,thu,61387.73
2074,MediaMarkt,germany,EURO,2391.0,56.0,28.0,fri,69850.69
2075,MediaMarkt,spain,EURO,1985.0,100.0,14.0,sat,62051.95
2076,MediaMarkt,germany,EURO,0.0,59.0,2.0,sun,0.0
2077,Saturn,germany,EURO,1650.0,81.0,46.0,fri,58869.64
2078,MediaMarkt,italy,EURO,2621.0,509.0,22.0,sat,70793.37
2079,MediaMarkt,germany,EURO,1246.0,14.0,25.0,wed,59740.73
2080,MediaMarkt,italy,EURO,1970.0,509.0,24.0,sat,68356.69
2081,Saturn,spain,EURO,1327.0,108.0,35.0,fri,56909.3
2082,MediaMarkt,italy,EURO,374.0,509.0,24.0,mon,58026.95
2083,Saturn,germany,EURO,2218.0,86.0,29.0,fri,65320.45
2084,MediaMarkt,spain,EURO,308.0,100.0,29.0,tue,56181.59
2085,Saturn,italy,EURO,561.0,582.0,45.0,tue,55916.8
2086,MediaMarkt,italy,EURO,334.0,551.0,45.0,thu,58265.01
2087,Saturn,italy,EURO,492.0,582.0,46.0,thu,61218.24
2088,Saturn,germany,EURO,356.0,17.0,30.0,tue,59198.99
2089,Saturn,italy,EURO,1195.0,588.0,18.0,fri,54296.44
2090,MediaMarkt,italy,EURO,516.0,555.0,27.0,thu,60224.65
2091,MediaMarkt,italy,EURO,0.0,598.0,6.0,sun,0.0
2092,MediaMarkt,netherlands,EURO,1630.0,645.0,22.0,fri,59417.5
2093,MediaMarkt,italy,EURO,363.0,530.0,49.0,mon,57774.88
2094,MediaMarkt,greece,EURO,463.0,240.0,8.0,tue,57570.66
2095,Saturn,austria,EURO,375.0,333.0,29.0,mon,59544.52
2096,MediaMarkt,italy,EURO,2849.0,551.0,21.0,sat,72373.42
2097,MediaMarkt,austria,EURO,437.0,334.0,30.0,thu,55028.93
2098,Saturn,greece,EURO,1486.0,298.0,28.0,fri,63978.12
2099,MediaMarkt,germany,EURO,526.0,99.0,44.0,thu,55599.49
2100,MediaMarkt,greece,EURO,525.0,222.0,12.0,thu,55952.37
2101,Saturn,italy,EURO,329.0,582.0,5.0,tue,52135.46
2102,Saturn,netherlands,EURO,0.0,698.0,2.0,sun,0.0
2103,MediaMarkt,germany,EURO,354.0,99.0,12.0,mon,51296.73
2104,MediaMarkt,italy,EURO,2315.0,598.0,47.0,sat,72349.65
2105,MediaMarkt,germany,EURO,346.0,99.0,35.0,mon,61974.68
2106,MediaMarkt,greece,EURO,0.0,255.0,20.0,sun,0.0
2107,MediaMarkt,italy,EURO,1063.0,598.0,4.0,wed,59779.47
2108,MediaMarkt,germany,EURO,0.0,99.0,27.0,sun,0.0
2109,MediaMarkt,switzerland,CHF,586.0,477.0,35.0,thu,67546.67
2110,Saturn,italy,EURO,1251.0,588.0,4.0,fri,50517.08
2111,MediaMarkt,austria,EURO,1660.0,363.0,49.0,wed,71808.04
2112,MediaMarkt,spain,EURO,1281.0,100.0,38.0,fri,53242.81
2113,MediaMarkt,italy,EURO,2793.0,551.0,11.0,sat,78627.96
2114,MediaMarkt,spain,EURO,434.0,100.0,10.0,thu,57990.85
2115,MediaMarkt,spain,EURO,321.0,142.0,30.0,tue,59624.7
2116,Saturn,italy,EURO,1652.0,582.0,2.0,fri,50079.59
2117,Saturn,spain,EURO,0.0,108.0,34.0,sun,0.0
2118,MediaMarkt,switzerland,CHF,271.0,421.0,13.0,mon,57543.61
2119,MediaMarkt,germany,EURO,529.0,52.0,6.0,tue,56779.29
2120,Saturn,austria,EURO,235.0,333.0,2.0,mon,55013.08
2121,MediaMarkt,switzerland,CHF,0.0,408.0,28.0,sun,0.0
2122,MediaMarkt,spain,EURO,2197.0,106.0,12.0,sat,58430.66
2123,Saturn,italy,EURO,0.0,582.0,18.0,sun,0.0
2124,MediaMarkt,switzerland,CHF,1074.0,421.0,25.0,wed,62498.52
2125,MediaMarkt,italy,EURO,2473.0,555.0,11.0,sat,75254.54
2126,MediaMarkt,italy,EURO,526.0,598.0,48.0,thu,49369.02
2127,MediaMarkt,germany,EURO,548.0,70.0,10.0,tue,50626.21
2128,MediaMarkt,germany,EURO,1606.0,70.0,7.0,wed,62193.78
2129,Saturn,netherlands,EURO,386.0,601.0,45.0,mon,49040.85
2130,MediaMarkt,germany,EURO,206.0,99.0,10.0,mon,61878.03
2131,MediaMarkt,austria,EURO,238.0,363.0,45.0,mon,50638.48
2132,MediaMarkt,germany,EURO,1615.0,97.0,11.0,wed,61607.63
2133,MediaMarkt,switzerland,CHF,2818.0,421.0,15.0,sat,69987.47
2134,MediaMarkt,spain,EURO,333.0,106.0,30.0,mon,52600.23
2135,MediaMarkt,spain,EURO,271.0,100.0,39.0,tue,63956.07
2136,Saturn,greece,EURO,334.0,298.0,36.0,tue,57658.34
2137,MediaMarkt,germany,EURO,642.0,70.0,23.0,tue,48337.9
2138,Saturn,netherlands,EURO,359.0,601.0,11.0,tue,53809.38
2139,MediaMarkt,greece,EURO,988.0,222.0,36.0,wed,64525.41
2140,Saturn,spain,EURO,3849.0,108.0,47.0,sat,88954.39
2141,MediaMarkt,spain,EURO,338.0,164.0,28.0,tue,50116.26
2142,MediaMarkt,germany,EURO,725.0,70.0,49.0,tue,51749.63
2143,Saturn,spain,EURO,1580.0,187.0,17.0,wed,69087.35
2144,Saturn,netherlands,EURO,3021.0,698.0,5.0,sat,77713.43
2145,MediaMarkt,switzerland,CHF,2612.0,421.0,23.0,sat,75297.2
2146,MediaMarkt,greece,EURO,2132.0,234.0,29.0,fri,67565.08
2147,MediaMarkt,austria,EURO,318.0,399.0,7.0,mon,52253.35
2148,MediaMarkt,germany,EURO,405.0,95.0,28.0,thu,60656.58
2149,MediaMarkt,germany,EURO,404.0,52.0,17.0,tue,50226.19
2150,MediaMarkt,germany,EURO,311.0,52.0,15.0,mon,58693.91
2151,Saturn,germany,EURO,560.0,86.0,52.0,mon,59882.58
2152,MediaMarkt,germany,EURO,2334.0,59.0,34.0,sat,67217.92
2153,MediaMarkt,germany,EURO,1700.0,59.0,34.0,fri,68229.04
2154,MediaMarkt,greece,EURO,348.0,255.0,11.0,tue,48066.42
2155,MediaMarkt,italy,EURO,349.0,551.0,3.0,thu,54408.27
2156,MediaMarkt,austria,EURO,540.0,399.0,22.0,tue,58115.38
2157,MediaMarkt,spain,EURO,1792.0,164.0,30.0,sat,68666.11
2158,MediaMarkt,germany,EURO,2442.0,95.0,17.0,sat,65307.57
2159,Saturn,spain,EURO,0.0,187.0,39.0,sun,0.0
2160,MediaMarkt,germany,EURO,2059.0,59.0,8.0,sat,64392.12
2161,MediaMarkt,netherlands,EURO,321.0,652.0,19.0,tue,53810.74
2162,MediaMarkt,spain,EURO,1696.0,164.0,13.0,fri,58988.54
2163,MediaMarkt,germany,EURO,597.0,56.0,30.0,tue,55187.88
2164,MediaMarkt,netherlands,EURO,252.0,694.0,9.0,mon,50858.99
2165,Saturn,germany,EURO,645.0,81.0,19.0,tue,50125.49
2166,MediaMarkt,germany,EURO,624.0,79.0,14.0,thu,59141.95
2167,MediaMarkt,germany,EURO,2726.0,97.0,41.0,sat,72959.32
2168,Saturn,greece,EURO,0.0,298.0,51.0,sun,0.0
2169,Saturn,spain,EURO,1853.0,108.0,32.0,fri,55768.46
2170,MediaMarkt,germany,EURO,2518.0,79.0,20.0,sat,70328.46
2171,MediaMarkt,netherlands,EURO,1965.0,652.0,23.0,fri,59088.2
2172,MediaMarkt,italy,EURO,340.0,551.0,45.0,tue,48497.24
2173,MediaMarkt,italy,EURO,2069.0,598.0,30.0,fri,57825.23
2174,Saturn,italy,EURO,498.0,582.0,12.0,thu,51556.58
2175,Saturn,germany,EURO,362.0,17.0,38.0,tue,52498.56
2176,MediaMarkt,austria,EURO,2410.0,339.0,51.0,fri,67573.77
2177,MediaMarkt,germany,EURO,0.0,14.0,16.0,sun,0.0
2178,MediaMarkt,greece,EURO,0.0,234.0,21.0,sun,0.0
2179,Saturn,italy,EURO,316.0,588.0,19.0,tue,53076.19
2180,Saturn,austria,EURO,1601.0,301.0,8.0,sat,65345.27
2181,MediaMarkt,netherlands,EURO,470.0,608.0,22.0,tue,50475.9
2182,MediaMarkt,netherlands,EURO,1110.0,652.0,22.0,wed,64106.94
2183,MediaMarkt,austria,EURO,1553.0,399.0,31.0,sat,68194.64
2184,MediaMarkt,italy,EURO,1315.0,598.0,39.0,wed,62281.16
2185,MediaMarkt,netherlands,EURO,470.0,645.0,30.0,thu,57725.7
2186,MediaMarkt,germany,EURO,390.0,95.0,43.0,thu,58753.03
2187,MediaMarkt,greece,EURO,374.0,240.0,40.0,tue,51528.58
2188,Saturn,germany,EURO,1666.0,81.0,45.0,sat,62331.6
2189,MediaMarkt,italy,EURO,1569.0,509.0,34.0,wed,64079.4
2190,MediaMarkt,austria,EURO,389.0,339.0,37.0,mon,59041.31
2191,MediaMarkt,italy,EURO,1242.0,551.0,23.0,wed,63740.91
2192,Saturn,spain,EURO,499.0,187.0,17.0,tue,52841.2
2193,Saturn,austria,EURO,1390.0,301.0,36.0,fri,55296.9
2194,MediaMarkt,greece,EURO,362.0,234.0,44.0,tue,52831.05
2195,MediaMarkt,germany,EURO,317.0,79.0,34.0,tue,51703.57
2196,Saturn,austria,EURO,0.0,301.0,15.0,sun,0.0
2197,MediaMarkt,germany,EURO,395.0,14.0,7.0,tue,49106.28
2198,MediaMarkt,switzerland,CHF,632.0,421.0,2.0,thu,64292.75
2199,MediaMarkt,germany,EURO,1764.0,14.0,30.0,fri,62268.42
2200,MediaMarkt,germany,EURO,916.0,79.0,38.0,wed,62178.42
2201,Saturn,greece,EURO,544.0,251.0,43.0,thu,64799.69
2202,MediaMarkt,germany,EURO,2199.0,14.0,24.0,sat,77040.22
